Fiber centers:
1348: 6.9282 148
1349: 6.9282 156
1350: 0 152
1351: 0 160
1352: -6.9282 156
1353: -6.9282 164
1354: -13.8564 160
1355: -13.8564 168
1356: -20.7846 164
1357: -20.7846 172
1358: -27.7128 168
1359: -27.7128 176
1360: -34.641 172
1361: -34.641 180
1362: -41.5692 176
1363: -41.5692 184
1364: -48.4974 180
1365: -48.4974 188
1366: -55.4256 184
1367: -55.4256 192
1368: -62.3538 188
1369: 145.492 84
1370: 145.492 92
1371: 138.564 88
1372: 138.564 96
1373: 131.636 92
1374: 131.636 100
1375: 124.708 96
1376: 124.708 104
1377: 117.779 100
1378: 117.779 108
1379: 110.851 104
1380: 110.851 112
1381: 103.923 108
1382: 103.923 116
1383: 96.9948 112
1384: 96.9948 120
1385: 90.0666 116
1386: 90.0666 124
1387: 83.1384 120
1388: 83.1384 128
1389: 76.2102 124
1390: 76.2102 132
1391: 69.282 128
1392: 69.282 136
1393: 62.3538 132
1394: 62.3538 140
1395: 55.4256 136
1396: 55.4256 144
1397: 48.4974 140
1398: 48.4974 148
1399: 41.5692 144
1400: 41.5692 152
1401: 34.641 148
1402: 34.641 156
1403: 27.7128 152
1404: 27.7128 160
1405: 20.7846 156
1406: 20.7846 164
1407: 13.8564 160
1408: 13.8564 168
1409: 6.9282 164
1410: 6.9282 172
1411: 0 168
1412: 0 176
1413: -6.9282 172
1414: -6.9282 180
1415: -13.8564 176
1416: -13.8564 184
1417: -20.7846 180
1418: -20.7846 188
1419: -27.7128 184
1420: -27.7128 192
1421: -34.641 188
1422: -34.641 196
1423: -41.5692 192
1424: -41.5692 200
1425: -48.4974 196
1426: 159.349 92
1427: 159.349 100
1428: 152.42 96
1429: 152.42 104
1430: 145.492 100
1431: 145.492 108
1432: 138.564 104
1433: 138.564 112
1434: 131.636 108
1435: 131.636 116
1436: 124.708 112
1437: 124.708 120
1438: 117.779 116
1439: 117.779 124
1440: 110.851 120
1441: 110.851 128
1442: 103.923 124
1443: 103.923 132
1444: 96.9948 128
1445: 96.9948 136
1446: 90.0666 132
1447: 90.0666 140
1448: 83.1384 136
1449: 83.1384 144
1450: 76.2102 140
1451: 76.2102 148
1452: 69.282 144
1453: 69.282 152
1454: 62.3538 148
1455: 62.3538 156
1456: 55.4256 152
1457: 55.4256 160
1458: 48.4974 156
1459: 48.4974 164
1460: 41.5692 160
1461: 41.5692 168
1462: 34.641 164
1463: 34.641 172
1464: 27.7128 168
1465: 27.7128 176
1466: 20.7846 172
1467: 20.7846 180
1468: 13.8564 176
1469: 13.8564 184
1470: 6.9282 180
1471: 6.9282 188
1472: 0 184
1473: 0 192
1474: -6.9282 188
1475: -6.9282 196
1476: -13.8564 192
1477: -13.8564 200
1478: -20.7846 196
1479: -20.7846 204
1480: -27.7128 200
1481: -27.7128 208
1482: -34.641 204
1483: 173.205 100
1484: 173.205 108
1485: 166.277 104
1486: 166.277 112
1487: 159.349 108
1488: 159.349 116
1489: 152.42 112
1490: 152.42 120
1491: 145.492 116
1492: 145.492 124
1493: 138.564 120
1494: 138.564 128
1495: 131.636 124
1496: 131.636 132
1497: 124.708 128
1498: 124.708 136
1499: 117.779 132
1500: 117.779 140
1501: 110.851 136
1502: 110.851 144
1503: 103.923 140
1504: 103.923 148
1505: 96.9948 144
1506: 96.9948 152
1507: 90.0666 148
1508: 90.0666 156
1509: 83.1384 152
1510: 83.1384 160
1511: 76.2102 156
1512: 76.2102 164
1513: 69.282 160
1514: 69.282 168
1515: 62.3538 164
1516: 62.3538 172
1517: 55.4256 168
1518: 55.4256 176
1519: 48.4974 172
1520: 48.4974 180
1521: 41.5692 176
1522: 41.5692 184
1523: 34.641 180
1524: 34.641 188
1525: 27.7128 184
1526: 27.7128 192
1527: 20.7846 188
1528: 20.7846 196
1529: 13.8564 192
1530: 13.8564 200
1531: 6.9282 196
1532: 6.9282 204
1533: 0 200
1534: 0 208
1535: -6.9282 204
1536: -6.9282 212
1537: -13.8564 208
1538: -13.8564 216
1539: -20.7846 212
1540: 187.061 108
1541: 187.061 116
1542: 180.133 112
1543: 180.133 120
1544: 173.205 116
1545: 173.205 124
1546: 166.277 120
1547: 166.277 128
1548: 159.349 124
1549: 159.349 132
1550: 152.42 128
1551: 152.42 136
1552: 145.492 132
1553: 145.492 140
1554: 138.564 136
1555: 138.564 144
1556: 131.636 140
1557: 131.636 148
1558: 124.708 144
1559: 124.708 152
1560: 117.779 148
1561: 117.779 156
1562: 110.851 152
1563: 110.851 160
1564: 103.923 156
1565: 103.923 164
1566: 96.9948 160
1567: 96.9948 168
1568: 90.0666 164
1569: 90.0666 172
1570: 83.1384 168
1571: 83.1384 176
1572: 76.2102 172
1573: 76.2102 180
1574: 69.282 176
1575: 69.282 184
1576: 62.3538 180
1577: 62.3538 188
1578: 55.4256 184
1579: 55.4256 192
1580: 48.4974 188
1581: 48.4974 196
1582: 41.5692 192
1583: 41.5692 200
1584: 34.641 196
1585: 34.641 204
1586: 27.7128 200
1587: 27.7128 208
1588: 20.7846 204
1589: 20.7846 212
1590: 13.8564 208
1591: 13.8564 216
1592: 6.9282 212
1593: 6.9282 220
1594: 0 216
1595: 0 224
1596: -6.9282 220
1597: 0 -8
1598: 6.9282 -12
1599: 6.9282 -4
1600: 13.8564 -8
1601: 13.8564 8.88178e-16
1602: 20.7846 -4
1603: 20.7846 4
1604: 27.7128 1.77636e-15
1605: 27.7128 8
1606: 34.641 4
1607: 34.641 12
1608: 41.5692 8
1609: 41.5692 16
1610: 48.4974 12
1611: 48.4974 20
1612: 55.4256 16
1613: 55.4256 24
1614: 62.3538 20
1615: 62.3538 28
1616: 69.282 24
1617: 69.282 32
1618: 76.2102 28
1619: 76.2102 36
1620: 83.1384 32
1621: 83.1384 40
1622: 90.0666 36
1623: 90.0666 44
1624: 96.9948 40
1625: 96.9948 48
1626: 103.923 44
1627: 103.923 52
1628: 110.851 48
1629: 110.851 56
1630: 117.779 52
1631: 117.779 60
1632: 124.708 56
1633: 124.708 64
1634: 131.636 60
1635: 131.636 68
1636: 138.564 64
1637: 138.564 72
1638: 145.492 68
1639: 145.492 76
1640: 152.42 72
1641: 152.42 80
1642: 159.349 76
1643: 159.349 84
1644: 166.277 80
1645: 166.277 88
1646: 173.205 84
1647: 173.205 92
1648: 180.133 88
1649: 180.133 96
1650: 187.061 92
1651: 187.061 100
1652: 193.99 96
1653: 193.99 104
1654: 0 -24
1655: 6.9282 -28
1656: 6.9282 -20
1657: 13.8564 -24
1658: 13.8564 -16
1659: 20.7846 -20
1660: 20.7846 -12
1661: 27.7128 -16
1662: 27.7128 -8
1663: 34.641 -12
1664: 34.641 -4
1665: 41.5692 -8
1666: 41.5692 0
1667: 48.4974 -4
1668: 48.4974 4
1669: 55.4256 3.55271e-15
1670: 55.4256 8
1671: 62.3538 4
1672: 62.3538 12
1673: 69.282 8
1674: 69.282 16
1675: 76.2102 12
1676: 76.2102 20
1677: 83.1384 16
1678: 83.1384 24
1679: 90.0666 20
1680: 90.0666 28
1681: 96.9948 24
1682: 96.9948 32
1683: 103.923 28
1684: 103.923 36
1685: 110.851 32
1686: 110.851 40
1687: 117.779 36
1688: 117.779 44
1689: 124.708 40
1690: 124.708 48
1691: 131.636 44
1692: 131.636 52
1693: 138.564 48
1694: 138.564 56
1695: 145.492 52
1696: 145.492 60
1697: 152.42 56
1698: 152.42 64
1699: 159.349 60
1700: 159.349 68
1701: 166.277 64
1702: 166.277 72
1703: 173.205 68
1704: 173.205 76
1705: 180.133 72
1706: 180.133 80
1707: 187.061 76
1708: 187.061 84
1709: 193.99 80
1710: 193.99 88
1711: 0 -40
1712: 6.9282 -44
1713: 6.9282 -36
1714: 13.8564 -40
1715: 13.8564 -32
1716: 20.7846 -36
1717: 20.7846 -28
1718: 27.7128 -32
1719: 27.7128 -24
1720: 34.641 -28
1721: 34.641 -20
1722: 41.5692 -24
1723: 41.5692 -16
1724: 48.4974 -20
1725: 48.4974 -12
1726: 55.4256 -16
1727: 55.4256 -8
1728: 62.3538 -12
1729: 62.3538 -4
1730: 69.282 -8
1731: 69.282 3.55271e-15
1732: 76.2102 -4
1733: 76.2102 4
1734: 83.1384 0
1735: 83.1384 8
1736: 90.0666 4
1737: 90.0666 12
1738: 96.9948 8
1739: 96.9948 16
1740: 103.923 12
1741: 103.923 20
1742: 110.851 16
1743: 110.851 24
1744: 117.779 20
1745: 117.779 28
1746: 124.708 24
1747: 124.708 32
1748: 131.636 28
1749: 131.636 36
1750: 138.564 32
1751: 138.564 40
1752: 145.492 36
1753: 145.492 44
1754: 152.42 40
1755: 152.42 48
1756: 159.349 44
1757: 159.349 52
1758: 166.277 48
1759: 166.277 56
1760: 173.205 52
1761: 173.205 60
1762: 180.133 56
1763: 180.133 64
1764: 187.061 60
1765: 187.061 68
1766: 193.99 64
1767: 193.99 72
1768: 0 -56
1769: 6.9282 -60
1770: 6.9282 -52
1771: 13.8564 -56
1772: 13.8564 -48
1773: 20.7846 -52
1774: 20.7846 -44
1775: 27.7128 -48
1776: 27.7128 -40
1777: 34.641 -44
1778: 34.641 -36
1779: 41.5692 -40
1780: 41.5692 -32
1781: 48.4974 -36
1782: 48.4974 -28
1783: 55.4256 -32
1784: 55.4256 -24
1785: 62.3538 -28
1786: 62.3538 -20
1787: 69.282 -24
1788: 69.282 -16
1789: 76.2102 -20
1790: 76.2102 -12
1791: 83.1384 -16
1792: 83.1384 -8
1793: 90.0666 -12
1794: 90.0666 -4
1795: 96.9948 -8
1796: 96.9948 0
1797: 103.923 -4
1798: 103.923 4
1799: 110.851 7.10543e-15
1800: 110.851 8
1801: 117.779 4
1802: 117.779 12
1803: 124.708 8
1804: 124.708 16
1805: 131.636 12
1806: 131.636 20
1807: 138.564 16
1808: 138.564 24
1809: 145.492 20
1810: 145.492 28
1811: 152.42 24
1812: 152.42 32
1813: 159.349 28
1814: 159.349 36
1815: 166.277 32
1816: 166.277 40
1817: 173.205 36
1818: 173.205 44
1819: 180.133 40
1820: 180.133 48
1821: 187.061 44
1822: 187.061 52
1823: 193.99 48
1824: 193.99 56
1825: 0 -72
1826: 6.9282 -76
1827: 6.9282 -68
1828: 13.8564 -72
1829: 13.8564 -64
1830: 20.7846 -68
1831: 20.7846 -60
1832: 27.7128 -64
1833: 27.7128 -56
1834: 34.641 -60
1835: 34.641 -52
1836: 41.5692 -56
1837: 41.5692 -48
1838: 48.4974 -52
1839: 48.4974 -44
1840: 55.4256 -48
1841: 55.4256 -40
1842: 62.3538 -44
1843: 62.3538 -36
1844: 69.282 -40
1845: 69.282 -32
1846: 76.2102 -36
1847: 76.2102 -28
1848: 83.1384 -32
1849: 83.1384 -24
1850: 90.0666 -28
1851: 90.0666 -20
1852: 96.9948 -24
1853: 96.9948 -16
1854: 103.923 -20
1855: 103.923 -12
1856: 110.851 -16
1857: 110.851 -8
1858: 117.779 -12
1859: 117.779 -4
1860: 124.708 -8
1861: 124.708 7.10543e-15
1862: 131.636 -4
1863: 131.636 4
1864: 138.564 7.10543e-15
1865: 138.564 8
1866: 145.492 4
1867: 145.492 12
1868: 152.42 8
1869: 152.42 16
1870: 159.349 12
1871: 159.349 20
1872: 166.277 16
1873: 166.277 24
1874: 173.205 20
1875: 173.205 28
1876: 180.133 24
1877: 180.133 32
1878: 187.061 28
1879: 187.061 36
1880: 193.99 32
1881: 193.99 40
1882: 0 -88
1883: 6.9282 -92
1884: 6.9282 -84
1885: 13.8564 -88
1886: 13.8564 -80
1887: 20.7846 -84
1888: 20.7846 -76
1889: 27.7128 -80
1890: 27.7128 -72
1891: 34.641 -76
1892: 34.641 -68
1893: 41.5692 -72
1894: 41.5692 -64
1895: 48.4974 -68
1896: 48.4974 -60
1897: 55.4256 -64
1898: 55.4256 -56
1899: 62.3538 -60
1900: 62.3538 -52
1901: 69.282 -56
1902: 69.282 -48
1903: 76.2102 -52
1904: 76.2102 -44
1905: 83.1384 -48
1906: 83.1384 -40
1907: 90.0666 -44
1908: 90.0666 -36
1909: 96.9948 -40
1910: 96.9948 -32
1911: 103.923 -36
1912: 103.923 -28
1913: 110.851 -32
1914: 110.851 -24
1915: 117.779 -28
1916: 117.779 -20
1917: 124.708 -24
1918: 124.708 -16
1919: 131.636 -20
1920: 131.636 -12
1921: 138.564 -16
1922: 138.564 -8
1923: 145.492 -12
1924: 145.492 -4
1925: 152.42 -8
1926: 152.42 0
1927: 159.349 -4
1928: 159.349 4
1929: 166.277 0
1930: 166.277 8
1931: 173.205 4
1932: 173.205 12
1933: 180.133 8
1934: 180.133 16
1935: 187.061 12
1936: 187.061 20
1937: 193.99 16
1938: 193.99 24
1939: 0 -104
1940: 6.9282 -108
1941: 6.9282 -100
1942: 13.8564 -104
1943: 13.8564 -96
1944: 20.7846 -100
1945: 20.7846 -92
1946: 27.7128 -96
1947: 27.7128 -88
1948: 34.641 -92
1949: 34.641 -84
1950: 41.5692 -88
1951: 41.5692 -80
1952: 48.4974 -84
1953: 48.4974 -76
1954: 55.4256 -80
1955: 55.4256 -72
1956: 62.3538 -76
1957: 62.3538 -68
1958: 69.282 -72
1959: 69.282 -64
1960: 76.2102 -68
1961: 76.2102 -60
1962: 83.1384 -64
1963: 83.1384 -56
1964: 90.0666 -60
1965: 90.0666 -52
1966: 96.9948 -56
1967: 96.9948 -48
1968: 103.923 -52
1969: 103.923 -44
1970: 110.851 -48
1971: 110.851 -40
1972: 117.779 -44
1973: 117.779 -36
1974: 124.708 -40
1975: 124.708 -32
1976: 131.636 -36
1977: 131.636 -28
1978: 138.564 -32
1979: 138.564 -24
1980: 145.492 -28
1981: 145.492 -20
1982: 152.42 -24
1983: 152.42 -16
1984: 159.349 -20
1985: 159.349 -12
1986: 166.277 -16
1987: 166.277 -8
1988: 173.205 -12
1989: 173.205 -4
1990: 180.133 -8
1991: 180.133 1.42109e-14
1992: 187.061 -4
1993: 187.061 4
1994: 193.99 0
1995: 193.99 8
1996: 0 -120
1997: 6.9282 -124
1998: 6.9282 -116
1999: 13.8564 -120
2000: 13.8564 -112
2001: 20.7846 -116
2002: 20.7846 -108
2003: 27.7128 -112
2004: 27.7128 -104
2005: 34.641 -108
2006: 34.641 -100
2007: 41.5692 -104
2008: 41.5692 -96
2009: 48.4974 -100
2010: 48.4974 -92
2011: 55.4256 -96
2012: 55.4256 -88
2013: 62.3538 -92
2014: 62.3538 -84
2015: 69.282 -88
2016: 69.282 -80
2017: 76.2102 -84
2018: 76.2102 -76
2019: 83.1384 -80
2020: 83.1384 -72
2021: 90.0666 -76
2022: 90.0666 -68
2023: 96.9948 -72
2024: 96.9948 -64
2025: 103.923 -68
2026: 103.923 -60
2027: 110.851 -64
2028: 110.851 -56
2029: 117.779 -60
2030: 117.779 -52
2031: 124.708 -56
2032: 124.708 -48
2033: 131.636 -52
2034: 131.636 -44
2035: 138.564 -48
2036: 138.564 -40
2037: 145.492 -44
2038: 145.492 -36
2039: 152.42 -40
2040: 152.42 -32
2041: 159.349 -36
2042: 159.349 -28
2043: 166.277 -32
2044: 166.277 -24
2045: 173.205 -28
2046: 173.205 -20
2047: 180.133 -24
2048: 180.133 -16
2049: 187.061 -20
2050: 187.061 -12
2051: 193.99 -16
2052: 193.99 -8
2053: 0 -136
2054: 6.9282 -140
2055: 6.9282 -132
2056: 13.8564 -136
2057: 13.8564 -128
2058: 20.7846 -132
2059: 20.7846 -124
2060: 27.7128 -128
2061: 27.7128 -120
2062: 34.641 -124
2063: 34.641 -116
2064: 41.5692 -120
2065: 41.5692 -112
2066: 48.4974 -116
2067: 48.4974 -108
2068: 55.4256 -112
2069: 55.4256 -104
2070: 62.3538 -108
2071: 62.3538 -100
2072: 69.282 -104
2073: 69.282 -96
2074: 76.2102 -100
2075: 76.2102 -92
2076: 83.1384 -96
2077: 83.1384 -88
2078: 90.0666 -92
2079: 90.0666 -84
2080: 96.9948 -88
2081: 96.9948 -80
2082: 103.923 -84
2083: 103.923 -76
2084: 110.851 -80
2085: 110.851 -72
2086: 117.779 -76
2087: 117.779 -68
2088: 124.708 -72
2089: 124.708 -64
2090: 131.636 -68
2091: 131.636 -60
2092: 138.564 -64
2093: 138.564 -56
2094: 145.492 -60
2095: 145.492 -52
2096: 152.42 -56
2097: 152.42 -48
2098: 159.349 -52
2099: 159.349 -44
2100: 166.277 -48
2101: 166.277 -40
2102: 173.205 -44
2103: 173.205 -36
2104: 180.133 -40
2105: 180.133 -32
2106: 187.061 -36
2107: 187.061 -28
2108: 193.99 -32
2109: 193.99 -24
2110: 0 -152
2111: 6.9282 -156
2112: 6.9282 -148
2113: 13.8564 -152
2114: 13.8564 -144
2115: 20.7846 -148
2116: 20.7846 -140
2117: 27.7128 -144
2118: 27.7128 -136
2119: 34.641 -140
2120: 34.641 -132
2121: 41.5692 -136
2122: 41.5692 -128
2123: 48.4974 -132
2124: 48.4974 -124
2125: 55.4256 -128
2126: 55.4256 -120
2127: 62.3538 -124
2128: 62.3538 -116
2129: 69.282 -120
2130: 69.282 -112
2131: 76.2102 -116
2132: 76.2102 -108
2133: 83.1384 -112
2134: 83.1384 -104
2135: 90.0666 -108
2136: 90.0666 -100
2137: 96.9948 -104
2138: 96.9948 -96
2139: 103.923 -100
2140: 103.923 -92
2141: 110.851 -96
2142: 110.851 -88
2143: 117.779 -92
2144: 117.779 -84
2145: 124.708 -88
2146: 124.708 -80
2147: 131.636 -84
2148: 131.636 -76
2149: 138.564 -80
2150: 138.564 -72
2151: 145.492 -76
2152: 145.492 -68
2153: 152.42 -72
2154: 152.42 -64
2155: 159.349 -68
2156: 159.349 -60
2157: 166.277 -64
2158: 166.277 -56
2159: 173.205 -60
2160: 173.205 -52
2161: 180.133 -56
2162: 180.133 -48
2163: 187.061 -52
2164: 187.061 -44
2165: 193.99 -48
2166: 193.99 -40
2167: 0 -168
2168: 6.9282 -172
2169: 6.9282 -164
2170: 13.8564 -168
2171: 13.8564 -160
2172: 20.7846 -164
2173: 20.7846 -156
2174: 27.7128 -160
2175: 27.7128 -152
2176: 34.641 -156
2177: 34.641 -148
2178: 41.5692 -152
2179: 41.5692 -144
2180: 48.4974 -148
2181: 48.4974 -140
2182: 55.4256 -144
2183: 55.4256 -136
2184: 62.3538 -140
2185: 62.3538 -132
2186: 69.282 -136
2187: 69.282 -128
2188: 76.2102 -132
2189: 76.2102 -124
2190: 83.1384 -128
2191: 83.1384 -120
2192: 90.0666 -124
2193: 90.0666 -116
2194: 96.9948 -120
2195: 96.9948 -112
2196: 103.923 -116
2197: 103.923 -108
2198: 110.851 -112
2199: 110.851 -104
2200: 117.779 -108
2201: 117.779 -100
2202: 124.708 -104
2203: 124.708 -96
2204: 131.636 -100
2205: 131.636 -92
2206: 138.564 -96
2207: 138.564 -88
2208: 145.492 -92
2209: 145.492 -84
2210: 152.42 -88
2211: 152.42 -80
2212: 159.349 -84
2213: 159.349 -76
2214: 166.277 -80
2215: 166.277 -72
2216: 173.205 -76
2217: 173.205 -68
2218: 180.133 -72
2219: 180.133 -64
2220: 187.061 -68
2221: 187.061 -60
2222: 193.99 -64
2223: 193.99 -56
2224: 0 -184
2225: 6.9282 -188
2226: 6.9282 -180
2227: 13.8564 -184
2228: 13.8564 -176
2229: 20.7846 -180
2230: 20.7846 -172
2231: 27.7128 -176
2232: 27.7128 -168
2233: 34.641 -172
2234: 34.641 -164
2235: 41.5692 -168
2236: 41.5692 -160
2237: 48.4974 -164
2238: 48.4974 -156
2239: 55.4256 -160
2240: 55.4256 -152
2241: 62.3538 -156
2242: 62.3538 -148
2243: 69.282 -152
2244: 69.282 -144
2245: 76.2102 -148
2246: 76.2102 -140
2247: 83.1384 -144
2248: 83.1384 -136
2249: 90.0666 -140
2250: 90.0666 -132
2251: 96.9948 -136
2252: 96.9948 -128
2253: 103.923 -132
2254: 103.923 -124
2255: 110.851 -128
2256: 110.851 -120
2257: 117.779 -124
2258: 117.779 -116
2259: 124.708 -120
2260: 124.708 -112
2261: 131.636 -116
2262: 131.636 -108
2263: 138.564 -112
2264: 138.564 -104
2265: 145.492 -108
2266: 145.492 -100
2267: 152.42 -104
2268: 152.42 -96
2269: 159.349 -100
2270: 159.349 -92
2271: 166.277 -96
2272: 166.277 -88
2273: 173.205 -92
2274: 173.205 -84
2275: 180.133 -88
2276: 180.133 -80
2277: 187.061 -84
2278: 187.061 -76
2279: 193.99 -80
2280: 193.99 -72
2281: 0 -200
2282: 6.9282 -204
2283: 6.9282 -196
2284: 13.8564 -200
2285: 13.8564 -192
2286: 20.7846 -196
2287: 20.7846 -188
2288: 27.7128 -192
2289: 27.7128 -184
2290: 34.641 -188
2291: 34.641 -180
2292: 41.5692 -184
2293: 41.5692 -176
2294: 48.4974 -180
2295: 48.4974 -172
2296: 55.4256 -176
2297: 55.4256 -168
2298: 62.3538 -172
2299: 62.3538 -164
2300: 69.282 -168
2301: 69.282 -160
2302: 76.2102 -164
2303: 76.2102 -156
2304: 83.1384 -160
2305: 83.1384 -152
2306: 90.0666 -156
2307: 90.0666 -148
2308: 96.9948 -152
2309: 96.9948 -144
2310: 103.923 -148
2311: 103.923 -140
2312: 110.851 -144
2313: 110.851 -136
2314: 117.779 -140
2315: 117.779 -132
2316: 124.708 -136
2317: 124.708 -128
2318: 131.636 -132
2319: 131.636 -124
2320: 138.564 -128
2321: 138.564 -120
2322: 145.492 -124
2323: 145.492 -116
2324: 152.42 -120
2325: 152.42 -112
2326: 159.349 -116
2327: 159.349 -108
2328: 166.277 -112
2329: 166.277 -104
2330: 173.205 -108
2331: 173.205 -100
2332: 180.133 -104
2333: 180.133 -96
2334: 187.061 -100
2335: 187.061 -92
2336: 193.99 -96
2337: 193.99 -88
2338: 0 -216
2339: 6.9282 -220
2340: 6.9282 -212
2341: 13.8564 -216
2342: 13.8564 -208
2343: 20.7846 -212
2344: 20.7846 -204
2345: 27.7128 -208
2346: 27.7128 -200
2347: 34.641 -204
2348: 34.641 -196
2349: 41.5692 -200
2350: 41.5692 -192
2351: 48.4974 -196
2352: 48.4974 -188
2353: 55.4256 -192
2354: 55.4256 -184
2355: 62.3538 -188
2356: 62.3538 -180
2357: 69.282 -184
2358: 69.282 -176
2359: 76.2102 -180
2360: 76.2102 -172
2361: 83.1384 -176
2362: 83.1384 -168
2363: 90.0666 -172
2364: 90.0666 -164
2365: 96.9948 -168
2366: 96.9948 -160
2367: 103.923 -164
2368: 103.923 -156
2369: 110.851 -160
2370: 110.851 -152
2371: 117.779 -156
2372: 117.779 -148
2373: 124.708 -152
2374: 124.708 -144
2375: 131.636 -148
2376: 131.636 -140
2377: 138.564 -144
2378: 138.564 -136
2379: 145.492 -140
2380: 145.492 -132
2381: 152.42 -136
2382: 152.42 -128
2383: 159.349 -132
2384: 159.349 -124
2385: 166.277 -128
2386: 166.277 -120
2387: 173.205 -124
2388: 173.205 -116
2389: 180.133 -120
2390: 180.133 -112
2391: 187.061 -116
2392: 187.061 -108
2393: 193.99 -112
2394: 193.99 -104
